Player,Squad,League,Pos,PosGrp,RoleCluster,SuggestedRole,TopFeatures,UMAP_X,UMAP_Y
Kévin Denkey,Cercle Brugge,Belgian Pro League,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.2024727,-4.890479
Kévin Gameiro,Strasbourg,Ligue 1,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.104431,-3.2352557
Laurent Depoitre,Gent,Belgian Pro League,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",7.700925,-6.6754947
Lautaro Martínez,Inter,Serie A,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.5648494,-3.6039407
Lebo Mothiba,Strasbourg,Ligue 1,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.6426153,-5.9791684
Lennart Thy,Zwolle,Eredivisie,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.022825,-5.3244123
Leonardo Pavoletti,Cagliari,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.8039765,-7.789766
Leonardo Ruíz,Rio Ave,Primeira Liga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.1162405,-5.187854
Lequincio Zeefuik,Volendam,Eredivisie,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.520891,-7.950591
Lion Lauberbach,Mechelen,Belgian Pro League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.851304,-5.770625
Lorenzo Colombo,Monza,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.2313,-5.554388
Lorenzo Lucca,Udinese,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.3545547,-7.887866
Luca Pfeiffer,Darmstadt 98,Bundesliga,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.8632765,-5.860846
Lucas Beltrán,Fiorentina,Serie A,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.336249,-4.4423714
Lucas Boyé,Granada,La Liga,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.5365114,-3.849768
Lucas Höler,Freiburg,Bundesliga,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.341514,-4.8849673
Lucas Stassin,Westerlo,Belgian Pro League,"FW,MF",CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",6.366806,-4.993995
Ludovic Ajorque,Mainz 05,Bundesliga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.848907,-6.699344
Luis Javier Suárez,Almería,La Liga,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.9023037,-5.427914
Luis Vázquez,Anderlecht,Belgian Pro League,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.3116574,-4.7577977
Luismi,Moreirense,Primeira Liga,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.876497,-4.247964
Luka Jović,Milan,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.0318484,-6.1724944
Lukas Daschner,Bochum,Bundesliga,"MF,FW",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.9061337,-3.2931411
Luuk de Jong,PSV Eindhoven,Eredivisie,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.3597383,-4.664158
Léo Baptistão,Almería,La Liga,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",8.161249,-4.547
M'Bala Nzola,Fiorentina,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.8390746,-5.961881
M'Baye Niang,Empoli,Serie A,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.394044,-6.413596
Makhtar Gueye,RWDM,Belgian Pro League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.308801,-7.171262
Manfred Ugalde,Twente,Eredivisie,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.459633,-4.869331
Marc Cardona,Las Palmas,La Liga,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",6.4798765,-4.8835335
Marco van Ginkel,Vitesse,Eredivisie,"MF,FW",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.429709,-5.7022433
Marcos Leonardo,Benfica,Primeira Liga,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.703711,-5.880073
Marcus Thuram,Inter,Serie A,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.7172,-5.2718477
Mario Engels,Heracles Almelo,Eredivisie,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.5567675,-4.344149
Marko Arnautović,Inter,Serie A,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.7223015,-3.7940013
Marko Milovanović,Almería,La Liga,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.9138575,-8.117385
Martim Tavares,Boavista,Primeira Liga,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.064643,-5.920068
Martin Satriano,Brest,Ligue 1,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.5381374,-4.1748743
Martin Terrier,Rennes,Ligue 1,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.128408,-3.4461634
Marvin Cuni,Frosinone,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.44656,-6.228752
Marvin Ducksch,Werder Bremen,Bundesliga,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.4495773,-2.7911959
Mateo Retegui,Genoa,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.005121,-7.802218
Matheus Aiás,Moreirense,Primeira Liga,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.658017,-4.854522
Mathias Pereira Lage,Brest,Ligue 1,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.874101,-2.9621725
Mathieu Maertens,OH Leuven,Belgian Pro League,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.91689,-4.879559
Matias Arezo,Granada,La Liga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.604738,-5.401224
Matija Frigan,Westerlo,Belgian Pro League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.3530383,-6.8592663
Matthis Abline,Nantes,Ligue 1,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.016922,-4.5888844
Mattia Destro,Empoli,Serie A,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.1160674,-7.415859
Maxi Gómez,Cádiz,La Liga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.227579,-8.0178795
Mehdi Taremi,Porto,Primeira Liga,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.5266385,-3.8126814
Memphis,Atlético Madrid,La Liga,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.006423,-3.8389602
Mexx Meerdink,Vitesse,Eredivisie,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.105083,-6.5729575
Michael Gregoritsch,Freiburg,Bundesliga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.359689,-6.372597
Michail Antonio,West Ham,Premier League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.0047283,-6.452004
Michiel Kramer,RKC Waalwijk,Eredivisie,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.3614864,-7.6279345
Mickaël Biron,RWDM,Belgian Pro League,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.995729,-3.8219235
Miguel Puche García,Arouca,Primeira Liga,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.032493,-3.8237479
Mihai Dobre,Famalicão,Primeira Liga,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.8539324,-3.760734
Mikel Oyarzabal,Real Sociedad,La Liga,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.067916,-5.4394875
Mikkel Kaufmann,Union Berlin,Bundesliga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.833449,-4.687969
Milan Đurić,Hellas Verona,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.940932,-7.6848955
Milan Đurić,Monza,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.658905,-7.9317164
Mohamed Bamba,Lorient,Ligue 1,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.9820676,-5.0059566
Mohamed Lamine Bayo,Le Havre,Ligue 1,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",5.3755937,-6.321418
Mohamed Sankoh,Heracles Almelo,Eredivisie,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",5.5731897,-7.222116
Moise Kean,Juventus,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.0065947,-7.0928373
Morgan Guilavogui,Lens,Ligue 1,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",5.7737722,-2.9198036
Moritz Broschinski,Bochum,Bundesliga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.14352,-6.94192
Morten Thorsby,Genoa,Serie A,MF,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.611062,-5.29143
Mostafa Mohamed,Nantes,Ligue 1,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.232974,-5.4857545
Mouhamed Belkheir,Fortuna Sittard,Eredivisie,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.2158346,-6.996043
Myron Boadu,Twente,Eredivisie,"FW,MF",CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.4401617,-5.6173825
Myrto Uzuni,Granada,La Liga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.357848,-7.6094413
Nachon Nsingi,OH Leuven,Belgian Pro League,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",6.4530025,-4.8777494
Nadhir Benbouali,Charleroi,Belgian Pro League,"FW,MF",CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",6.922638,-5.3070607
Nathan Opoku,OH Leuven,Belgian Pro League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.969528,-6.620237
Neal Maupay,Brentford,Premier League,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.19683,-3.8568149
Niclas Füllkrug,Dortmund,Bundesliga,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.9901195,-6.4663606
Nicolas Jackson,Chelsea,Premier League,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.9155874,-4.843876
Nicolás González,Fiorentina,Serie A,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",5.9317265,-2.9005523
Nikola Dovedan,Heidenheim,Bundesliga,"MF,FW",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",7.674193,-3.5743387
Nikola Krstović,Lecce,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.155631,-6.3038507
Nikola Štulić,Charleroi,Belgian Pro League,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.28133,-5.786404
Nikolas Agrafiotis,Excelsior,Eredivisie,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",6.2180405,-5.572951
Noah Ohio,Standard Liège,Belgian Pro League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.8168097,-5.730527
Norman Bassette,Mechelen,Belgian Pro League,"FW,MF",CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.701847,-6.38205
Nélson Oliveira,Vitória,Primeira Liga,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",5.3760767,-5.665981
Oday Dabbagh,Charleroi,Belgian Pro League,FW,CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",6.8012104,-4.2147536
Odsonne Édouard,Crystal Palace,Premier League,"FW,MF",CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",6.0896544,-5.0716558
Oliver McBurnie,Sheffield Utd,Premier League,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",8.525244,-7.0288124
Olivier Giroud,Milan,Serie A,FW,CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.6410956,-6.9998994
Ollie Watkins,Aston Villa,Premier League,FW,CF,1,CF-Finisher,"Performance_CrdY↑, Long_Cmp%↑, xG↑, Gls_shooting↑, G-xG↑",4.4817505,-5.556279
Oscar Uddenäs,Excelsior,Eredivisie,"FW,MF",CF,2,CF-Hybrid,"PassDead↑, Long_Att↑, Long_Cmp↑, Performance_Crs↑, 1/3↑",8.014621,-3.9985273
Oscar Vilhelmsson,Darmstadt 98,Bundesliga,"FW,MF",CF,0,CF-Creator,"PrgR↓, Performance_Fld↓, Def↓, xAG↓, Fld↓",7.315545,-8.07863
